ImageId,EncodedPixels
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,156 7 417 4
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,206 17 466 17 726 17 986 16 1246 16 1506 15 1766 15 2026 14 2286 14 2546 15 2806 16 3067 15 3328 15 3588 15 3849 13 4109 13 4370 12 4632 9 4893 7
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,230 19 490 18 751 17 1013 14 1276 4 1282 3
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,252 9 513 8 773 8 1034 7 1294 7 1554 7 1815 6 2075 6 2336 5 2597 4 2858 3 3119 2
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,2415 6 2428 11 2673 9 2687 13 2932 11 2945 16 3192 29 3451 30 3711 30 3971 29 4231 28 4492 10 4504 13 4755 5 4765 10 5027 5
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,3904 6 4163 8 4422 9 4681 11 4941 12 5201 12 5461 13 5721 14 5981 14 6241 14 6501 15 6761 16 7021 16 7281 16 7305 5 7541 16 7562 9 7801 16 7821 10 8062 15 8080 12 8323 14 8339 13 8584 28 8844 28 9106 9 9116 16 9376 16 9636 16 9895 17 10155 16 10413 18 10672 19 10931 19 11189 21 11447 22 11706 22 11965 21 12224 19 12483 16 12743 14 13003 11 13263 9
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,5821 9 6077 16 6336 18 6595 20 6855 20 7114 22 7374 23 7634 23 7894 23 8153 24 8409 27 8668 28 8928 7 8939 16 9188 5 9202 12 9448 4 9467 5 9708 4 9968 4 10228 3
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,6499 2 6755 2 6759 2 7014 7 7273 8 7532 9 7792 9 8052 9 8312 9 8572 9 8832 9 9093 6 9355 2
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,8739 1
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,10318 9 10576 14 10834 18 11093 20 11352 21 11612 21 11872 21 12132 21 12392 20 12653 18 12913 18 13174 18 13436 16 13698 14 13960 12 14221 11 14481 10 14741 9 15002 7
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,11161 4 11419 11 11679 15 11938 19 12198 20 12458 22 12720 21 12981 20 13243 17 13505 14 13768 5 13774 3
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,12181 5 12439 8 12698 9 12958 9 13217 10 13477 10 13490 4 13736 10 13747 9 13996 10 14007 8 14256 19 14516 19 14776 18 15036 18 15297 16 15559 1 15562 11 15822 10 16083 9 16343 8 16603 7 16864 5
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,13316 5 13576 7 13837 8 14097 10 14358 9 14619 8 14879 8 15139 7 15399 2 15403 2
