ImageId,EncodedPixels
f5effed21f671bbf4551ecebb7fe95f3be1cf09c16a60afe64d2f0b95be9d1eb,3 2 513 5 1025 5 1537 5 2049 4 2561 3 3073 1
f5effed21f671bbf4551ecebb7fe95f3be1cf09c16a60afe64d2f0b95be9d1eb,90136 8 90145 1 90646 16 91155 22 91665 24 92176 26 92687 27 93198 28 93708 30 94219 31 94731 30 95242 30 95754 29 96266 28 96777 28 97285 31 97796 31 98308 31 98819 31 99330 31 99842 30 100353 30 100865 30 101377 30 101889 29 102401 28 102913 28 103425 27 103937 26 104450 24 104964 21 105480 7 105490 5
f5effed21f671bbf4551ecebb7fe95f3be1cf09c16a60afe64d2f0b95be9d1eb,133281 7 133791 11 134301 14 134794 1 134811 17 135292 18 135320 20 135800 25 135830 22 136309 55 136819 57 137329 58 137840 59 138350 60 138861 61 139370 63 139880 65 140390 66 140900 67 141411 67 141921 68 142431 70 142942 69 143452 70 143963 70 144475 69 144986 69 145498 45 145544 22 146011 66 146524 63 147036 61 147550 1 147552 55 148065 15 148085 32 148580 11 148598 30 149093 10 149110 28 149606 9 149621 28 150120 6 150133 27 150634 1 150636 1 150644 27 151156 27 151667 26 152179 25 152691 24 153203 23 153715 22 154227 20 154740 17 155252 16 155766 13 156279 10 156793 6 157305 2
f5effed21f671bbf4551ecebb7fe95f3be1cf09c16a60afe64d2f0b95be9d1eb,150188 6 150697 11 151208 12 151717 16 152228 18 152731 27 153243 27 153754 28 154266 28 154777 29 155289 29 155800 30 156312 29 156823 29 157334 29 157844 31 158354 33 158865 34 159376 35 159887 18 159906 1 159908 16 160397 39 160907 20 160929 19 161418 42 161929 43 162440 44 162951 45 163463 44 163974 45 164485 46 164995 48 165507 47 166018 48 166529 47 167041 45 167553 42 168065 41 168577 39 169088 39 169600 38 170111 39 170622 39 171132 39 171644 36 172154 35 172666 33 173178 30 173690 27 174202 22 174715 12 174730 2
f5effed21f671bbf4551ecebb7fe95f3be1cf09c16a60afe64d2f0b95be9d1eb,173225 4 173734 8 174242 12 174752 14 175262 15 175772 17 176280 19 176790 20 177299 21 177809 20 178318 21 178829 19 179340 18 179850 17 180361 16 180872 15 181383 14 181895 10 182407 8 182919 5
f5effed21f671bbf4551ecebb7fe95f3be1cf09c16a60afe64d2f0b95be9d1eb,183510 4 183515 1 184020 10 184530 13 185041 15 185551 18 186034 8 186062 19 186540 16 186561 32 187048 58 187555 65 188066 66 188572 72 189080 77 189590 38 189630 39 190100 39 190143 38 190600 50 190654 38 191111 45 191158 1 191160 3 191164 40 191623 44 191671 44 192135 44 192181 45 192648 88 193161 85 193675 81 194191 76 194705 62 194770 1 195220 50 195272 5 195734 45 196248 37 196762 9 196774 3 196786 1
f5effed21f671bbf4551ecebb7fe95f3be1cf09c16a60afe64d2f0b95be9d1eb,187916 6 188428 11 188940 14 189452 16 189964 17 190476 20 190497 1 190989 23 191501 25 192013 27 192526 29 193037 32 193550 32 194062 33 194575 33 195088 34 195601 33 196115 32 196628 32 197141 31 197654 31 198166 32 198679 32 199191 33 199704 33 200217 33 200731 32 201244 32 201757 32 202269 33 202783 31 203296 31 203815 24 204328 23 204841 22 205353 22 205866 21 206379 20 206893 6 206900 11 207414 9 207928 8 208440 10 208952 12 209464 14 209976 16 210487 18 210997 21 211503 28 212012 32 212524 32 213035 36 213547 37 214060 37 214573 37 215087 35 215604 4 215613 22 216126 22 216639 22 217152 21 217664 21 218176 21 218688 22 219197 24 219705 28 220216 28 220728 22 221242 18 221755 16 222269 12 222782 9 223296 4
f5effed21f671bbf4551ecebb7fe95f3be1cf09c16a60afe64d2f0b95be9d1eb,202430 9 202938 15 203448 18 203957 21 204466 25 204976 27 205486 30 205997 30 206508 31 207019 32 207530 34 208041 35 208551 39 209062 41 209572 45 210083 46 210594 48 211106 48 211617 51 212130 51 212641 54 213154 56 213666 57 214179 57 214691 59 215203 60 215714 62 216226 63 216737 65 217249 65 217760 67 218272 67 218785 66 219298 65 219812 62 220325 61 220838 58 221355 52 221877 1 221884 34 222406 21
f5effed21f671bbf4551ecebb7fe95f3be1cf09c16a60afe64d2f0b95be9d1eb,203265 1 203777 4 204289 6 204801 7 205313 8 205825 8 206337 9 206849 10 207361 12 207873 14 208385 14 208897 17 209409 18 209921 19 210433 19 210945 19 211457 20 211969 8 211979 10 212481 7 212490 12 212993 25 213505 26 214017 27 214529 28 215042 28 215554 30 216065 32 216577 33 217089 34 217601 35 218113 36 218625 36 219138 36 219650 37 220163 37 220675 38 221187 38 221699 39 222211 40 222722 41 223234 42 223746 42 224258 43 224771 42 225284 41 225796 42 225844 1 225846 6 226309 41 226355 10 226822 40 226865 13 227335 56 227848 14 227870 34 228381 36 228893 37 229404 38 229914 43 230425 46 230936 49 231447 50 231958 52 232469 53 232980 54 233492 54 234003 55 234515 55 235027 54 235539 54 236051 53 236564 51 237078 47 237593 42 238112 32 238628 25 239143 18
f5effed21f671bbf4551ecebb7fe95f3be1cf09c16a60afe64d2f0b95be9d1eb,224925 4 224936 5 225417 3 225433 34 225468 4 225927 60 226434 68 226946 69 227457 71 227969 72 228482 71 228995 69 229508 68 230021 66 230536 61 231052 55 231566 52 232080 51 232592 57 233103 63 233615 70 234127 71 234639 73 235151 76 235663 76 235741 1 236176 79 236690 78 237204 75 237720 69 238233 66 238747 3 238764 23 238798 10 239258 3 239769 5 240280 7 240794 5 241308 5 241822 1 241824 1 242334 1 242336 1
f5effed21f671bbf4551ecebb7fe95f3be1cf09c16a60afe64d2f0b95be9d1eb,240272 4 240786 1 241297 3
f5effed21f671bbf4551ecebb7fe95f3be1cf09c16a60afe64d2f0b95be9d1eb,241286 1
f5effed21f671bbf4551ecebb7fe95f3be1cf09c16a60afe64d2f0b95be9d1eb,242321 2 242834 1 243344 4
f5effed21f671bbf4551ecebb7fe95f3be1cf09c16a60afe64d2f0b95be9d1eb,242338 1
f5effed21f671bbf4551ecebb7fe95f3be1cf09c16a60afe64d2f0b95be9d1eb,247476 2 247982 20 248494 24 249006 30 249518 32 250030 35 250543 37 251055 39 251528 7 251568 41 252039 11 252080 44 252550 16 252593 45 253061 20 253105 48 253573 22 253617 49 254084 26 254130 50 254596 30 254642 51 255109 32 255155 51 255622 34 255658 6 255667 52 256135 96 256649 95 257164 40 257205 7 257218 38 257679 44 257733 3 257744 22 258193 42 258242 1 258707 41 258752 4 259221 40 259263 6 259734 49 260248 47 260297 2 260763 44 260808 3 260812 1 261276 51 261789 50 262306 50 262819 50 263332 49 263845 49 264359 47 264872 47 265386 45 265901 41 266417 36 266940 24 267458 17 267976 3
f5effed21f671bbf4551ecebb7fe95f3be1cf09c16a60afe64d2f0b95be9d1eb,253446 2 253955 13 254465 18 254977 23 255489 25 256001 27 256513 30 257025 32 257537 34 258049 36 258561 38 259073 40 259585 41 260097 41 260609 41 261121 42 261633 42 262146 44 262658 44 263169 47 263681 48 264193 49 264705 50 265217 51 265729 53 266241 54 266754 54 267267 54 267780 53 268293 53 268806 53 269320 51 269835 49 270352 43 270864 43 271377 42 271889 42 272403 39 272917 37 273431 34 273945 31 274462 1 274467 20 274981 17 275498 10
f5effed21f671bbf4551ecebb7fe95f3be1cf09c16a60afe64d2f0b95be9d1eb,255034 4 255039 1 255544 12 255557 1 256054 19 256565 22 257077 24 257589 26 258100 28 258613 30 259125 33 259638 34 260150 36 260662 37 261174 38 261686 38 262202 36 262714 39 263227 39 263739 42 264252 47 264765 49 265278 52 265791 55 266305 56 266819 56 267332 57 267845 59 268358 59 268872 58 269389 55 269902 55 270415 54 270928 54 271441 54 271957 50 272473 46 272988 43 273501 42 274015 40 274540 26 275055 22 275569 18 276082 15 276600 6
f5effed21f671bbf4551ecebb7fe95f3be1cf09c16a60afe64d2f0b95be9d1eb,263299 6 263812 9 264324 10 264838 17 265351 18 265864 19 266378 1 266382 15 266897 13 267412 12 267925 13 268441 10 268955 10 269470 1 269472 8 269986 8 270500 6 271013 6 271526 5 272040 2
f5effed21f671bbf4551ecebb7fe95f3be1cf09c16a60afe64d2f0b95be9d1eb,284368 7 284879 10 285391 12 285903 16 286416 17 286929 17 287442 16 287954 18 288468 16 288981 16 289494 15 290007 14 290520 14 291032 15 291545 15 292057 15 292569 17 293081 18 293593 19 294106 18 294618 19 295130 19 295643 18 296155 18 296668 16 297181 14 297694 12 298208 7 298721 5
f5effed21f671bbf4551ecebb7fe95f3be1cf09c16a60afe64d2f0b95be9d1eb,346693 3 347205 3 347716 5
9f17aea854db13015d19b34cb2022cfdeda44133323fcd6bb3545f7b9404d8ab,71 3 582 4 1093 6 1604 8 2116 8 2628 8 3140 8 3652 8 4164 9 4676 9 5188 8 5700 8 6212 6 6725 4
9f17aea854db13015d19b34cb2022cfdeda44133323fcd6bb3545f7b9404d8ab,3862 1 4367 3 4373 5 4877 14 5388 14 5899 14 6411 13 6922 13 7434 11 7945 10 8457 10 8966 11 9477 12 9989 10 10501 8 11013 3
9f17aea854db13015d19b34cb2022cfdeda44133323fcd6bb3545f7b9404d8ab,12063 1 12572 12 13082 17 13592 21 14098 28 14607 32 15118 34 15627 37 16138 38 16648 40 17159 40 17669 40 18181 36 18692 27 19204 14 19716 12 20228 11 20740 7
