ImageId,EncodedPixels
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,155 9 416 7 679 1
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,205 18 465 18 726 17 986 17 1246 16 1506 16 1765 17 2025 16 2285 16 2545 16 2806 16 3066 17 3327 16 3588 15 3848 15 4109 14 4370 12 4631 11 4893 8
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,229 32 490 19 512 9 750 18 772 9 1012 15 1033 8 1275 11 1294 7 1542 3 1554 7 1814 7 2075 6 2335 6 2597 4 2857 4 3118 3
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,2156 4 2169 8 2414 7 2427 12 2673 10 2686 15 2932 11 2944 17 3191 30 3451 30 3711 30 3970 30 4231 28 4491 27 4754 7 4764 12 5026 7
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,3645 4 3903 7 4162 9 4421 11 4681 12 4941 12 5201 13 5461 14 5721 14 5981 14 6241 15 6501 15 6761 16 7021 16 7281 17 7304 7 7541 17 7562 9 7801 17 7820 12 8061 17 8079 13 8322 30 8583 30 8844 29 9105 28 9366 6 9373 20 9634 18 9894 18 10153 19 10412 20 10671 20 10930 21 11188 22 11447 22 11705 23 11964 23 12224 21 12483 17 12742 15 13002 13 13263 10
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,5564 1 5819 12 6076 17 6335 19 6595 20 6854 22 7114 23 7374 23 7634 23 7893 24 8150 27 8409 28 8668 28 8928 8 8938 18 9188 6 9200 15 9448 5 9465 9 9707 6 9967 6 10228 4 10489 2
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,6240 1 6499 2 6754 7 7014 7 7272 9 7532 9 7792 9 8052 9 8311 10 8572 9 8832 9 9092 8 9354 4
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,8479 2 8738 3 8999 2
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,10060 5 10317 12 10575 16 10833 19 11092 21 11352 21 11611 23 11872 22 12132 21 12392 20 12652 20 12913 19 13174 18 13435 18 13698 15 13960 13 14220 12 14480 12 14741 10 15002 8
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,11160 7 11418 14 11678 18 11938 21 12198 22 12458 23 12719 22 12981 20 13242 19 13504 15 13767 10 14036 1
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,11922 4 12180 7 12439 8 12698 9 12957 10 13217 11 13476 20 13736 20 13996 20 14256 20 14515 20 14775 20 15036 18 15296 18 15558 15 15822 11 16082 10 16342 9 16603 8 16863 6
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,12798 1 13055 7 13314 10 13574 11 13836 12 14096 12 14357 11 14618 10 14878 9 15138 9 15398 8 15659 1
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,14649 8 14906 12 15165 14 15424 15 15683 16 15943 16 16203 16 16222 8 16465 27 16727 25 16988 25 17250 23 17512 21 17772 21 18032 21 18291 21 18550 22 18810 21 19070 20 19330 20 19590 19 19837 3 19850 19 20094 8 20110 18 20354 9 20369 18 20613 11 20627 20 20873 33 21133 31 21392 27 21652 26 21912 26 22171 27 22430 28 22688 30 22946 33 23204 35 23463 36 23722 36 23982 36 24241 36 24501 33 24760 29 25020 28 25280 27 25540 25 25800 24 26061 10 26076 7 26322 7 26585 2
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,14692 7 14950 10 15208 13 15467 14 15726 16 15985 18 16245 19 16505 20 16765 21 17025 22 17286 21 17546 21 17807 19 18067 18 18328 16 18589 11 18850 9 19113 3
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,14891 4 15151 5 15410 6 15670 7 15930 7 16190 7 16449 9 16709 10 16969 11 17228 11 17488 10 17748 8 18008 7 18268 7 18529 4 18790 1
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,15772 2 16030 6 16290 7 16549 9 16809 10 17069 10 17328 12 17588 12 17848 12 18108 12 18369 12 18629 12 18889 11 19149 11 19409 11 19669 11 19929 10 20189 10 20445 1 20449 9 20702 8 20711 5 20961 9 21221 8 21481 9 21741 8 22003 6 22264 3 22516 4 22526 1 22774 14 23033 17 23292 19 23551 21 23811 21 24070 22 24330 21 24589 21 24849 20 25109 21 25368 23 25628 24 25888 25 26148 26 26409 26 26669 26 26929 26 27190 25 27450 25 27711 8 27723 12 27973 5 27984 11 28245 10 28507 7 28768 5
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,16962 1 17221 3
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,17419 2 17675 6 17933 8 18190 11 18449 12 18708 13 18967 14 19227 14 19486 15 19746 15 20006 15 20266 15 20526 15 20787 14 21047 14 21309 10 21574 6 21834 7 22094 7 22353 8 22612 9 22872 9 23132 9 23391 10 23651 10 23911 10 24171 10 24431 10 24691 10 24951 10 25211 10 25471 10 25731 10 25992 9 26252 8 26513 4 26775 2
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,18721 7 18981 9 19241 10 19501 11 19761 12 20021 12 20281 12 20541 12 20801 12 21061 12 21321 11 21581 10 21841 8 22101 6 22361 2
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,21100 7 21359 13 21619 16 21878 19 22138 19 22398 19 22657 20 22917 19 23178 16 23438 14 23699 11 23961 7
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,22897 6 23156 7 23415 9 23674 10 23934 10 24194 9 24454 9 24713 10 24973 11 25232 12 25492 11 25752 11 26012 11 26272 11 26532 10 26794 8 27057 3
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,25185 3 25441 9 25700 11 25958 13 26217 15 26477 15 26737 15 26997 14 27258 13 27518 12 27779 10 28040 8 28303 2
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,27026 2 27285 4 27544 5 27803 6 28061 9 28320 11 28578 13 28838 14 28859 2 29098 15 29118 3 29358 15 29377 4 29618 15 29637 4 29878 16 29895 6 30138 23 30398 23 30659 22 30919 22 31180 13 31195 6 31442 11 31455 6 31704 8 31716 5 31966 4 31977 4
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,27041 4 27301 5 27561 6 27821 6 28081 7 28341 7 28601 7 28861 7 29121 8 29381 8 29641 8 29901 8 30161 8 30421 8 30681 8 30941 7 31201 7 31461 7 31721 6 31981 6 32241 6 32501 5 32761 3 33021 2
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,27231 4 27489 7 27747 10 28006 12 28266 13 28525 15 28784 16 29043 18 29303 18 29562 19 29822 18 30082 18 30342 17 30602 16 30863 13 31127 6
