ImageId,EncodedPixels
f5effed21f671bbf4551ecebb7fe95f3be1cf09c16a60afe64d2f0b95be9d1eb,1 6 513 6 1025 6 1537 7 2049 5 2561 5 3073 2
f5effed21f671bbf4551ecebb7fe95f3be1cf09c16a60afe64d2f0b95be9d1eb,90135 14 90644 19 91154 23 91664 26 92175 27 92686 29 93197 30 93708 30 94219 31 94731 30 95242 30 95754 29 96265 29 96776 29 97285 31 97796 32 98307 32 98819 31 99330 31 99841 31 100353 31 100865 30 101377 30 101889 30 102401 29 102913 28 103425 28 103937 27 104449 26 104963 23 105479 18 106004 3
f5effed21f671bbf4551ecebb7fe95f3be1cf09c16a60afe64d2f0b95be9d1eb,132774 1 133280 10 133790 13 134283 1 134299 17 134784 15 134810 18 135289 25 135318 23 135799 54 136308 57 136818 58 137329 59 137839 61 138350 61 138860 63 139370 64 139880 66 140389 68 140900 68 141410 69 141920 70 142430 71 142941 71 143451 72 143962 72 144474 71 144986 70 145497 70 146009 68 146522 66 147034 64 147547 61 148060 58 148574 1 148576 19 148596 33 149089 17 149108 31 149604 13 149621 29 150117 12 150132 29 150631 8 150643 29 151145 5 151154 29 151666 28 152178 27 152690 27 153202 25 153714 25 154227 22 154739 20 155252 17 155764 16 156278 12 156791 9 157304 5
f5effed21f671bbf4551ecebb7fe95f3be1cf09c16a60afe64d2f0b95be9d1eb,149679 4 150187 9 150697 12 151207 15 151716 18 152220 26 152730 29 153241 30 153753 31 154265 31 154777 31 155288 32 155800 31 156311 31 156822 32 157333 31 157843 33 158353 35 158864 36 159375 37 159886 38 160396 40 160907 41 161418 42 161928 44 162440 44 162951 45 163463 45 163973 47 164484 48 164995 49 165506 49 166017 49 166529 48 167040 47 167552 44 168064 42 168576 41 169088 40 169599 40 170110 40 170621 40 171132 40 171643 39 172154 37 172666 34 173177 32 173689 29 174202 23 174714 20 175228 3 175232 1
f5effed21f671bbf4551ecebb7fe95f3be1cf09c16a60afe64d2f0b95be9d1eb,172713 5 173223 8 173731 12 174241 14 174751 17 175261 18 175771 19 176279 22 176788 24 177298 25 177807 24 178317 23 178828 21 179339 20 179850 18 180360 17 180871 17 181382 16 181894 13 182406 10 182918 7 183431 4
f5effed21f671bbf4551ecebb7fe95f3be1cf09c16a60afe64d2f0b95be9d1eb,183509 8 184019 12 184529 15 185040 17 185523 7 185550 19 186031 13 186053 29 186538 57 187045 63 187554 67 188064 70 188569 77 189079 79 189589 81 190094 1 190096 1 190098 84 190599 94 191111 94 191622 95 192135 93 192647 91 193160 88 193674 85 194188 81 194704 75 195219 66 195733 56 196247 46 196294 5 196761 19 196782 15 197296 4
f5effed21f671bbf4551ecebb7fe95f3be1cf09c16a60afe64d2f0b95be9d1eb,186377 1 186888 7 187401 9 187913 14 188426 16 188938 18 189450 20 189963 20 190476 22 190988 25 191500 27 192013 29 192525 31 193037 33 193549 34 194061 35 194574 35 195087 35 195600 35 196114 34 196627 34 197140 33 197653 33 198165 33 198678 34 199191 35 199704 34 200216 35 200730 34 201243 34 201756 34 202269 33 202782 33 203296 31 203810 30 204326 26 204839 25 205352 24 205865 23 206378 22 206892 20 207406 1 207414 10 207927 10 208439 12 208952 13 209463 16 209975 18 210486 20 210993 26 211500 32 212011 33 212522 35 213034 37 213546 38 214059 38 214572 38 215085 38 215599 37 216115 6 216126 23 216629 2 216638 23 217151 22 217663 23 218175 23 218682 28 219191 31 219703 31 220215 30 220727 24 221239 22 221752 19 222266 16 222780 12 223295 6
f5effed21f671bbf4551ecebb7fe95f3be1cf09c16a60afe64d2f0b95be9d1eb,201919 5 202426 14 202935 19 203444 23 203953 26 204463 29 204974 30 205484 32 205995 33 206506 34 207017 36 207528 38 208039 41 208550 43 209060 46 209569 49 210081 50 210592 52 211104 52 211616 54 212128 55 212640 56 213152 58 213665 59 214177 60 214689 61 215201 63 215713 64 216225 65 216736 66 217247 68 217759 68 218271 69 218783 69 219296 68 219809 66 220323 63 220836 61 221351 57 221867 4 221873 46 222403 26 222924 7
f5effed21f671bbf4551ecebb7fe95f3be1cf09c16a60afe64d2f0b95be9d1eb,202753 1 203265 5 203777 6 204289 7 204801 8 205313 9 205825 9 206337 11 206849 13 207361 14 207873 15 208385 17 208897 19 209409 21 209921 21 210433 21 210945 22 211457 25 211969 25 212481 26 212993 27 213505 28 214017 28 214529 30 215041 31 215553 33 216065 33 216577 35 217089 35 217601 36 218113 37 218625 37 219137 38 219649 38 220161 39 220673 40 221186 40 221698 40 222209 42 222721 43 223233 43 223745 44 224258 43 224770 44 225283 43 225335 5 225796 42 225843 11 226308 43 226354 13 226821 59 227334 60 227848 15 227868 39 228362 9 228381 39 228892 42 229403 43 229914 46 230425 48 230936 50 231446 53 231957 54 232468 55 232980 55 233491 56 234003 56 234515 56 235027 55 235539 54 236051 54 236564 51 237077 49 237591 45 238106 39 238626 29 239141 22 239660 10
f5effed21f671bbf4551ecebb7fe95f3be1cf09c16a60afe64d2f0b95be9d1eb,224414 2 224424 4 224922 23 225416 58 225924 64 226434 69 226946 70 227457 72 227969 72 228481 72 228994 71 229507 69 230020 67 230534 64 231048 60 231565 54 232078 56 232591 61 233103 68 233614 73 234126 74 234638 78 235150 81 235663 82 236175 83 236689 81 237203 79 237718 75 238232 71 238744 7 238760 29 238792 21 239248 5 239256 7 239288 2 239758 17 240260 5 240269 20 240767 1 240769 10 240780 1 240782 20 240809 4 241278 49 241789 2 241792 11 241804 10 241816 22 242300 14 242318 9 242328 19 242812 3 242822 1 242830 11 242844 9 242854 1 243324 3 243342 11 243357 7 243854 11 244366 9 244879 6
