ImageId,EncodedPixels
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,156 7 416 6
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,206 17 466 17 726 17 986 16 1246 16 1506 16 1766 15 2026 14 2286 14 2546 15 2806 16 3066 17 3327 16 3588 15 3849 14 4109 13 4370 12 4631 10 4893 7
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,230 19 490 19 751 17 1013 14 1275 11 1542 1
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,252 9 512 9 772 9 1033 8 1294 7 1554 7 1815 6 2075 6 2335 6 2597 4 2857 4 3119 2
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,2157 3 2170 7 2414 7 2428 11 2673 9 2686 14 2932 11 2945 16 3192 29 3451 30 3711 30 3971 29 4231 28 4492 25 4755 6 4764 11 5026 7
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,3647 1 3904 6 4163 8 4421 11 4681 11 4941 12 5201 13 5461 13 5721 14 5981 14 6241 15 6501 15 6761 16 7021 16 7281 16 7304 6 7541 16 7562 9 7801 17 7821 11 8062 16 8079 13 8323 29 8583 30 8844 29 9105 27 9367 3 9374 18 9635 17 9894 18 10154 18 10413 18 10672 19 10931 20 11189 21 11447 22 11706 22 11965 21 12224 20 12483 16 12743 14 13003 12 13263 10
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,5819 12 6077 16 6336 18 6595 20 6854 22 7114 22 7374 23 7634 23 7894 23 8151 26 8409 28 8668 28 8928 8 8938 17 9188 6 9201 14 9448 5 9466 7 9708 4 9967 5 10228 4 10489 2
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,6499 2 6755 6 7014 7 7273 8 7532 9 7792 9 8052 9 8312 9 8572 9 8832 9 9093 7 9354 3
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,8479 2 8739 2
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,10061 4 10318 10 10575 16 10833 19 11092 21 11352 21 11612 22 11872 21 12132 21 12392 20 12653 18 12913 18 13174 18 13436 16 13698 15 13960 12 14220 12 14481 10 14741 10 15002 7
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,11161 5 11419 12 11678 18 11938 20 12198 22 12458 23 12719 22 12981 20 13242 19 13504 15 13767 10
