ImageId,EncodedPixels
259b35151d4a7a5ffdd7ab7f171b142db8cfe40beeee67277fac6adca4d042c4,250 7 258 18 762 7 770 18 1274 26 1785 26 2290 2 2295 28 2798 36 3309 35 3820 34 4332 33 4847 1 4851 23 5367 4 5377 6
259b35151d4a7a5ffdd7ab7f171b142db8cfe40beeee67277fac6adca4d042c4,3286 1 3796 5 4308 7 4820 8 5333 8 5844 10 6348 4 6357 12 6859 6 6868 15 7371 7 7380 16 7883 27 8395 28 8898 1 8907 28 9410 3 9419 28 9921 4 9930 29 10431 7 10439 1 10442 28 10942 37 10980 1 11454 35 11965 36 12476 38 12988 41 13500 41 14012 41 14525 40 15038 38 15550 37 16063 26 16092 7 16576 25 17089 24 17602 23 18114 23 18627 23 19139 23 19651 24 20164 25 20676 27 21189 28 21701 30 22214 31 22726 32 23239 30 23752 23 24267 16 24780 14 25294 11 25808 7
259b35151d4a7a5ffdd7ab7f171b142db8cfe40beeee67277fac6adca4d042c4,12527 1
259b35151d4a7a5ffdd7ab7f171b142db8cfe40beeee67277fac6adca4d042c4,18496 3 19006 7 19518 6 20030 6 20542 5
259b35151d4a7a5ffdd7ab7f171b142db8cfe40beeee67277fac6adca4d042c4,21561 2 22072 4 22582 6 23094 7 23606 6 24119 5 24632 4 25146 1
259b35151d4a7a5ffdd7ab7f171b142db8cfe40beeee67277fac6adca4d042c4,21576 5 22087 7 22596 11 23105 14 23616 16 24127 17 24638 18 25149 20 25660 21 26171 22 26677 1 26681 24 27183 34 27693 36 28204 36 28715 37 29226 38 29738 37 30249 38 30761 37 31272 38 31784 36 32296 36 32808 35 33320 34 33832 33 34344 32 34856 31 35369 28 35882 25 36395 21 36907 19 37421 16 37934 12 38448 7
259b35151d4a7a5ffdd7ab7f171b142db8cfe40beeee67277fac6adca4d042c4,26864 1 27370 13 27880 17 28391 20 28424 1 28426 3 28903 23 28934 12 29416 24 29442 19 29930 45 30451 38 30967 34 31480 34 31993 16 32010 16 32505 14 32523 15 32997 5 33016 14 33035 15 33500 19 33526 17 33548 15 34010 3 34014 19 34038 10 34049 26 34522 23 34548 1 34550 10 34561 27 35032 39 35073 28 35543 28 35572 1 35574 9 35585 29 36055 26 36086 9 36097 29 36566 27 36599 8 36609 30 37075 29 37112 7 37121 33 37581 36 37625 6 37633 34 38092 37 38138 5 38145 35 38604 39 38650 6 38657 36 39116 40 39164 4 39169 36 39628 40 39676 3 39681 36 40140 40 40190 1 40193 36 40652 40 40705 34 41164 40 41217 28 41676 40 41729 27 42188 41 42232 1 42241 27 42701 46 42753 26 43213 48 43265 26 43726 49 43777 25 44239 75 44753 72 45266 12 45279 59 45778 12 45794 56 46291 11 46306 55 46804 10 46820 53 47317 10 47332 53 47830 10 47844 53 48343 62 48856 12 48870 46 49369 12 49383 44 49882 11 49896 42 50395 10 50409 38 50908 9 50922 35 51422 8 51434 32 51947 29 52462 19 52482 3 52977 16 53491 11 54006 5
259b35151d4a7a5ffdd7ab7f171b142db8cfe40beeee67277fac6adca4d042c4,29340 3 29852 4 30363 6 30874 10 30888 3 31386 19 31897 20 32408 21 32920 21 33432 22 33944 21 34456 21 34478 3 34482 3 34967 20 34990 10 35479 19 35502 11 35991 18 36015 11 36501 21 36527 12 37011 10 37022 13 37039 13 37522 9 37536 13 37550 14 38034 7 38048 13 38062 14 38546 3 38562 26 39059 1 39074 26 39588 1 39590 5 39596 16 40110 13 40623 12 41136 11 41628 4 41650 9 42139 6 42162 9 42650 11 42663 1 42676 11 43162 23 43189 10 43674 23 43702 10 44187 23 44214 10 44700 23 44727 9 45214 22 45239 9 45726 3 45730 1 45734 26 46239 2 46242 1 46248 1 46250 23 46750 6 46762 23 47263 7 47275 22 47775 8 47788 1 47790 19 48288 9 48303 18 48801 8 48815 17 49314 30 49826 18 49846 9 50339 17 50362 5 50850 18 51362 18 51874 18 52386 18 52899 16 53412 15 53926 13 54439 11 54956 6 55470 5 55982 5 56496 2
259b35151d4a7a5ffdd7ab7f171b142db8cfe40beeee67277fac6adca4d042c4,29410 1 29920 1 29922 1 30432 3 30943 2 31454 1
259b35151d4a7a5ffdd7ab7f171b142db8cfe40beeee67277fac6adca4d042c4,29412 1
